compound_name,MARS_C03_000m_1,MARS_C03_000m_2,MARS_C03_000m_3,MARS_C10_000m_1,MARS_C10_000m_2,MARS_C10_000m_3,MARS_C12_000m_1,MARS_C12_000m_2,MARS_C12_000m_3,MARS_C15_000m_1,MARS_C15_000m_2,MARS_C15_000m_3,MARS_C18_000m_1,MARS_C18_000m_2,MARS_C18_000m_3,MARS_C21_000m_1,MARS_C21_000m_2,MARS_C21_000m_3,MARS_C25_000m_1,MARS_C25_000m_2,MARS_C25_000m_3,MARS_C29_000m_1,MARS_C29_000m_2,MARS_C29_000m_3,MARS_C34_000m_1,MARS_C34_000m_2,MARS_C34_000m_3,MARS_C38_000m_1,MARS_C38_000m_2,MARS_C38_000m_3
TAG 58:11,406362557,38603224.16,354503808.5,305826726.4,530033403.8,248976096.7,43512976.92,39359955.23,37579965.49,76338096.56,436098164.5,72275663.28,82652666.97,411423822.2,114815265.3,279675672.8,262443150.4,515872325.8,174160359.2,175559659.2,238186141.9,170067722.9,866694739.8,250601806.9,443040603.8,403326068.9,767329172.7,769416545.7,492678471.3,364972677.9
TAG 58:11 +2O,15441777.17,14283192.94,14180152.34,5300996.59,8089983.53,12448804.84,5132299.84,5419124.27,6138061.03,1908452.41,4497262.32,1842320.83,8265266.7,3942811.63,7263822.91,2288255.51,7034558.67,3529652.76,3805726.37,3868263.68,5284755.02,3644308.35,9454851.71,3280605.47,7911439.35,6534332.96,11308008.86,23698029.61,16970036.23,15594287.15
TAG 58:12,268199287.6,926477379.9,265877856.4,224272932.7,362654434.2,649502861,51322998.42,51909506.17,56369948.24,254460321.9,272561352.8,212575480.2,269519566.2,342853185.2,185110325.6,221198032.1,208331160.6,200918695.3,96755755.1,86292035.86,104206437.1,72886166.94,307282680.5,86571533.28,168777372.9,146459187,266545923.2,215436632.8,171068913.6,182486338.9
TAG 58:12 +2O,44699881.27,42463546.58,35450380.85,19165141.52,27896494.94,52501481.26,22314347.14,22246931.21,23800644.81,23855655.18,17716487.93,19840378.16,30545550.84,22285457.04,37490698.87,1322103.18,17586396.68,46156997.58,6063360.65,5118010.4,5805787.21,14577233.39,29152459.43,15036108.41,23734318.06,21856217.14,42001175.77,10156298.4,6021625.76,3649726.78
TAG 58:13,77208885.84,65625481.08,70900761.71,24466138.11,133903175.7,64950286.1,40165824.85,35366916.29,32569303.43,117687898.9,87219632.89,106287740.1,19764768.19,89141828.14,23431686.79,66105159.03,19480316.32,62447702.6,21286266.12,19936435.87,25307277.58,22675696.38,48850067.15,12302270.52,49578353.28,37854066.8,59770903.98,83096986.93,57479154.98,49769001.53
TAG 58:13 +2O,5282713.24,7720644.83,4963053.32,2854382.78,3905509.29,7577533.38,4686012.9,4620516.48,4885395.51,3498829.43,2044210.15,2550905.76,5210711.61,2571398.89,5154971.09,6102014.68,1866863.65,6787793.76,3934734.04,3362413.81,3870524.81,2672492.79,5909282.32,1685866.7,2320688.88,1870171.16,3150088.18,16619397.39,14917209.27,18248633.89
TAG 58:14,56890757.98,54044513.83,53175571.28,85631483.39,125534227.2,227326001.3,20082912.43,15972155.74,12526655.16,20674901.15,17716487.93,18423208.29,32342347.95,75427700.73,7498139.77,24153808.11,64934387.73,54302350.09,23866419.59,13449655.24,6103519.89,11337848.19,17333894.8,9568432.63,43249201.8,24785400.88,22616017.72,101562984,78007424.62,79630402.45
TAG 58:15,56890757.98,88787415.58,60265647.45,73398414.33,100427381.8,194850858.3,31240086,30803443.22,32569303.43,55663195.41,46335429.97,48183775.52,79059072.76,140569805.9,135903783.4,43222603.98,43289591.82,59732585.1,19351151.02,19638877.13,26795940.96,48590777.96,14970181.87,43285766.64,58017221.92,27489262.8,9692579.02,76941654.57,57479154.98,56404868.4
TAG 58:16,37791717.8,36287030.71,35095877.05,46893431.38,72530886.83,140725619.9,24545781.85,25099101.88,27558641.36,57253572.42,49061043.5,52435285.13,57497507.46,22285457.04,63265554.34,71190171.26,45995191.31,84168642.64,7740460.41,8331644.84,11909307.1,23080619.53,35455693.9,20959423.85,30590898.83,25236044.53,43616605.61,67708656.02,46530744.51,39815201.23
TAG 60:11,170672274,108089027.7,120531294.9,3873805.2,78110185.82,460064526.5,111571735.7,99255539.27,92697248.21,5407281.84,73591565.25,4960094.54,6468469.59,239997229.6,328043615.1,21865552.6,108223979.6,40726762.57,20641227.75,15473054.71,14886633.87,28749543.63,32304076.66,22326342.79,32173186.7,34023595.76,72694342.68,70786322.2,60216257.6,69676602.14
TAG 60:12,650180091.2,27794321.4,602656474.5,632041901.2,1087963302,368051621.2,16735760.36,17113024.01,18789982.75,34988294.26,749543720.2,29760567.23,41326333.49,959988918.4,72638229.05,940727263.1,514063902.9,705930551.1,251564963.3,238046995.5,305175994.3,242953889.8,1260646894,592331543.5,580172219.2,495708017.6,888486410.6,707863222,547420523.6,564048684
TAG 60:12 +2O,7314526.03,2354796.67,6735572.36,5708765.56,7811018.58,14072561.99,3570295.54,2566953.6,1628465.17,2544603.22,2316771.5,3259490.7,5570071.04,3257105.26,4452020.49,5593513.46,5681758.93,6516282.01,3805726.37,3570704.93,4540423.33,526400.09,8666947.4,4556396.49,4272177.25,3830471.05,7188662.78,7694165.46,6295336.02,6967660.21
TAG 60:13_RT:20.65577,121908767.1,9650806.04,116986256.8,8359263.85,178537567.6,26521366.82,5132299.84,4734603.31,4634862.41,10814563.68,124015415.5,9069887.16,12038540.62,162855262.9,13121744.6,99157738.54,14069117.34,89598877.65,38057263.67,36599725.55,47637228.38,28749543.63,5830491.89,41918847.7,84388686.44,67596547.86,113080088.6,95407651.66,78007424.62,86266269.32
TAG 60:13_RT:21.10249,23162665.75,111949350.1,26233281.83,106019931.8,24269950.59,303101335.1,69174476.14,70163398.45,76412596.5,127230160.9,64051917.9,111956419.6,150930957.1,95998891.84,213228349.8,3305257.95,86579183.65,2660815.15,509580.31,508825.45,684785.16,376578.53,157580861.8,637895.51,1793259.59,1171673.5,1453886.85,1169513.15,1204325.15,1658966.72
TAG 60:14,39417168.03,18143515.36,35450380.85,9174801.79,61372288.86,59537762.26,12272890.93,11979116.81,12526655.16,20674901.15,43609816.45,39680756.31,28748753.73,58285041.48,49206542.26,30510073.4,15692477.04,32581410.05,9030537.14,8926762.33,11909307.1,9718155.59,17333894.8,8657153.33,19514883.74,16448493.31,29077737.07,30776661.83,23539082.52,23889120.74
TAG 60:15,138163269.4,119669994.9,120531294.9,122330690.6,61372288.86,362639097.4,55785867.85,55332110.97,58875279.27,154266570.1,40884202.92,126128118.3,179679710.8,154283933.3,175737650.9,81360195.72,83873584.16,103174465.2,21931304.49,24399817.04,35727921.29,33203698.27,64608153.33,3599553.23,68565807.73,67596547.86,137311536.2,156960975.3,109484104.7,96220069.63
TAG 60:15 +2O,19505402.74,16599386.39,17725190.43,6932072.47,10042738.18,16237571.52,1785147.77,2281736.54,3006397.24,7633809.66,7086595.17,4251509.61,5749750.75,2228545.7,2085420.12,9407272.63,4870079.08,9502911.27,4902291.59,4195578.3,4838156.01,2915446.68,7485090.93,2414890.14,4061205.54,3492488.31,6300176.37,11695131.49,10127279.69,11944560.37
TAG 62:12,21537215.52,6948580.35,56720609.37,57087655.59,27896494.94,156963191.4,39050107.5,39930389.36,43843293.07,9383224.37,61326304.38,6802415.37,10062063.81,82284764.44,15464913.28,35595085.63,64934387.73,35296527.56,18061074.28,14282819.73,14886633.87,20651080.63,126064689.4,20048144.55,35337762.44,20954929.84,21000587.89,49242658.92,34076927.6,29529607.58
TAG 62:13,219435780.8,15441289.67,187887018.5,18757372.55,278964949.4,53583986.03,11157173.57,11408682.67,12526655.16,22265278.16,17716487.93,19840378.16,21561565.3,9942742.37,28118024.15,211028007.7,16233596.93,165622167.8,70954220.41,65462923.76,81876486.28,72886166.94,43334736.99,145804687.6,142405908.4,119420567.9,210005878.9,156960975.3,128643823.1,142671137.7
TAG 62:14,69081634.69,6176515.87,67355723.62,5504881.08,122744577.7,16778823.91,3124008.6,3137387.74,3382196.89,9542262.07,79042792.31,7227566.33,8085586.99,87427562.21,9138357.85,71190171.26,5140639.03,59732585.1,27091611.43,25292493.27,32006262.82,27939697.33,4412264.13,50120361.37,63291514.83,51824020.02,88848641.06,64630989.84,56110603.67,66358668.71
TAG 62:15,28039016.43,25864160.19,24460762.79,22427293.27,47424041.39,59537762.26,14504325.64,14260853.34,15031986.2,31807540.24,32707362.33,29760567.23,32342347.95,30856786.66,46863373.58,19068795.87,16774716.83,18734310.78,5869849.14,5356057.4,6624552.07,3806277.61,29940363.74,4556396.49,11076015.09,9688838.53,17769728.21,23082496.37,16422615.71,14930700.46
TAG 62:16,113781516,104228705.2,102806104.5,91748017.91,145061773.7,243563572.9,70290193.49,63888622.98,61380610.3,135182046,128103835.8,121876608.7,138353377.3,22285457.04,192139831.7,94072726.31,67639987.22,97744230.16,30316803.26,27672963.22,34239257.9,10123078.74,118185646.3,29616577.18,73840100.63,56330456.55,88848641.06,92329985.48,68427565.45,66358668.71
TAG 62:17,15035414.61,0,23397251.36,40776896.85,58582639.36,0,103761.71,9750430.65,21295313.78,2544603.22,24530521.75,2834339.74,1742893.2,94284625.92,140590120.7,25425061.16,48700790.8,26336639.79,16125959.18,15770613.45,20841287.42,18626464.88,71699292.11,22326342.79,41139484.64,34023595.76,58963189.06,40009660.38,35582334.04,43133134.66
TAG 64:13,12597239.27,243200.31,11344121.87,10601993.18,17853756.76,8660038.15,301243.69,228173.65,162846.52,254460.32,11856418.85,255090.58,167102.13,12514141.26,0,11441277.52,13527997.44,8688376.01,6256872.16,5475080.9,6475685.73,6478770.4,24425033.58,6834594.73,14240590.84,13068665.92,25039162.48,18465997.1,13138092.57,11944560.37
TAG 64:14,26819928.76,3783115.97,23751755.17,5097112.11,33475793.92,16778823.91,2119862.98,2509910.19,3131663.79,5566319.54,20442101.46,4960094.54,4671672.48,25713988.89,6795189.17,22119803.21,14069117.34,16019193.28,7740460.41,7438968.61,9676312.02,6478770.4,29152459.43,11390991.22,16350308,14195275.05,25846877.4,24005796.23,17928022.15,17585047.21
TAG 64:15,8533613.7,0,8153587.6,1957291.05,13390317.57,7577533.38,1450432.56,1300589.83,1227612.21,4134980.23,10221050.73,3684641.66,3234234.8,9942742.37,3983386.75,6356265.29,5411198.98,6787793.76,2773664.98,2559005.2,3200626.28,2146092.69,12606468.94,5012036.14,6329151.48,5407723.83,9692579.02,6463098.98,5611060.37,6635866.87
TAG 64:16,15441777.17,35128933.99,14180152.34,32621517.48,18132721.71,86600381.47,26777216.57,15116504.54,3131663.79,41349802.31,13355506.29,7085849.34,57497507.46,12685567.85,11481526.53,7881768.96,29761594.38,8145352.51,3354199.51,3332657.94,4465990.16,3036923.62,77214622.27,2733837.89,6856580.77,6083689.31,11308008.86,10156298.4,8211307.85,8958420.28
TAG 64:16 +2O,11378151.6,11580967.25,9571602.83,6728187.98,9205843.33,18402581.06,2900865.13,2966257.5,3256930.34,12723016.09,10357331.41,10628774.01,17608611.66,6342783.93,9372674.72,7881768.96,3787839.28,7873840.76,2967176.49,3481437.31,5284755.02,4049231.5,8666947.4,3690681.16,2373431.81,2185621.71,4200117.58,8925231.93,7253321.94,7963040.25
TAG 64:17,142226895,131250962.2,127621371.1,120291845.7,189696165.6,335576478.2,100414562.1,102678144.1,112739896.5,152676193.1,163536811.7,133213967.6,215615653,239997229.6,351475301.9,101700244.7,105518380.1,111319817.7,52248107.75,24667619.91,1414230.22,101230787.4,267887465,82015136.79,158228787.1,108154476.6,145388685.4,160038641.5,108115553.4,89584202.76
TAG 66:15,5689075.8,3744512.74,4254045.7,55048.81,7532053.63,1515506.68,27892.93,88417.29,162846.52,2226527.82,4633543,198403.78,2695195.66,6342783.93,4217703.62,4322260.4,1055183.8,2715117.5,1290076.74,1190234.98,1488663.39,688369.35,4727425.85,592331.54,4799606.54,3762874.5,6138633.38,5847565.75,4242509.06,3981520.12
TAG 66:18,121908767.1,119669994.9,113441218.7,99903397.28,159010021.1,276038715.9,79215932.35,81001646.99,88939251.66,114507144.8,118564188.5,100619060.6,179679710.8,257139888.9,351475301.9,91530220.19,86579183.65,84168642.64,32896956.73,30648550.67,38705248.06,35633237.17,126064689.4,31439135.77,79114393.53,65343329.6,113080088.6,92329985.48,67059014.14,63040735.27
TAG 72:0 +2O,0,331987.73,12762137.11,1243695.35,0,281451.24,18967195.07,21106062.95,25053310.33,9224186.67,11447576.82,13746547.72,3952953.64,2742825.48,3749069.89,4576511.01,5411198.98,4887211.51,2709161.14,2201934.71,2381861.42,4454154.65,14970181.87,7290234.38,11603444.38,8787551.22,13731153.62,3385432.8,2627618.51,2720705.42
UQ2:2,4596267.6,3992010.35,4870459.87,27128118.83,13699076.34,13399510.11,1064466.81,1024615.42,804071.04,5791968.13,4961712.66,4741725.98,1037133.88,1675523.36,1274930.09,5445313.41,4037140.24,3851880.98,997983.13,9495001.33,790355.08,0,0,0,417903.75,0,0,0,0,190327.25
UQ4:4,1809202.19,2055223.63,1662234.11,198005.96,0,0,929421.74,854006.57,883645.33,3252411.2,2632974.56,2423290.2,0,2137233.17,1296236.66,2293664.4,1969083.63,2181906.57,2851954.81,2672734.68,2047200.12,426666.29,587706.51,544190.36,660088.7,655353.71,733119.64,1372976.03,1551453.28,1859942.5
UQ7:7,2674905.5,2855547.97,3465970.1,11937213.11,19245101.52,22640812.51,136583.84,1649054.66,764827.99,11335979.85,8335166.02,9230198.56,8533462.24,2621455.52,9229897.71,3320087.84,3288345.37,5313918.27,4947640.54,5138285.49,8474175.56,2589631.87,3693097.25,4333016.88,4904447.8,3577480.92,3891817.8,9336013.71,10248444.73,8416265.1
UQ8:8,45749993.73,51048749.16,42217694.31,219629597.7,207351282.1,243568237.8,18177545.92,10682235.05,16842541.64,110301547.4,97042085.87,82498136.5,33748667.1,25392086.72,58543595.08,72275144.95,60463587.35,50303778.24,99743286.61,80546555.96,111579470.8,18868392.44,25656829.98,21135546.93,11288444.68,12348307.28,22794135.33,17211265,18143372.56,19625969.57
"WaxEster 20:1 +3O,MAG 17:1 +1O",450430.4,242450.65,338980.8,2394098.22,2129887.21,2394836.87,133728.3,12104.92,105934.67,834483.67,630341.07,537013.2,100104.39,220580.81,86985.93,0,107545.05,54510.86,187028.08,208532.62,196320.32,18017.84,15091.27,17389.8,3687.48,7675.64,15709.56,753319.03,753243.5,981976.11
"WaxEster 20:2 +4O,LDGTS_DGTA 10:0,MAG 17:2 +2O",1608192.45,1111820.7,1012765.6,3423293.75,3565390.1,4157445.83,420211.38,151524.21,238625.47,1981011.55,1685843.91,1645152.1,509415.44,375330.56,28586.83,1129565.2,1518467.75,1182528.98,1115233.41,846243.9,888092.13,0,16173.68,0,0,0,0,0,0,108192.73
WaxEster 20:3 +2O,3936256.38,3165389.68,3166728.36,5746756.48,5456280.89,5816725.31,3035917.82,459090.76,2060490.27,2119012.65,1447678.96,1268076.58,1676015.69,3431449.25,2865866.71,1344343.95,1366067.83,1579082.54,1194102,1249520.32,1335674.22,0,57425.22,39369.9,0,0,561965.01,374757.62,450836.87,685944.59
"WaxEster 22:1 +2O,MAG 19:1",3237972.07,2508134.53,3370148.32,6908658.17,9100608.04,5787128.73,637378.72,0,212045.33,1326085.78,1519382.15,939769.09,640024.79,0,479857.84,1287348.65,1265522.49,1502503.88,1582307.45,1418923.86,1062606.78,142736.07,179428.26,30460.32,0,0,0,1025974.49,1358707.2,2092415.63
"WaxEster 22:1 +4O,MAG 19:1 +2O",92350328.11,103344276.5,98313732.04,277402996.8,242952166,240405880.6,21670431.48,15579527.65,19287705.36,87096798.79,77281475.85,73594862.84,15611563.77,25904330.6,16305114.02,32584284.64,32994619.43,25558617.78,23426579.11,23536715.75,66975024.24,0,0,0,0,0,0,83249474.34,79293627.77,98168120.17
WaxEster 22:3,1283638.12,918249.17,734543.44,4784579.34,3931961.21,4876863.52,689392.53,553197.05,606561.65,1940986.71,1785054.78,1715060.35,1529112.08,1598165.41,1437440.63,1238620.57,897400.45,984168.63,993187.53,2161219.51,978149.25,72260.74,103871.67,80348.04,76295.11,40713.34,64492.97,577458.71,554593.96,652859.87
"WaxEster 24:1 +4O,MAG 21:1 +2O",433938.25,683527.69,705683.89,2599756.73,1972236.3,3259087.44,395736.17,175427.34,247489.54,1217336.69,1720996.47,1459945.17,66616.39,274777.79,93767.33,0,90645.27,0,4054971.23,18118097.89,3937678.87,1400485.62,942660.02,964585.35,2035443.24,1503826.05,867048.58,611379.26,470011.66,846278.62
"WaxEster 24:3 +4O,LDGTS_DGTA 14:1_RT:4.4",19620316.39,18052749.83,18204435.6,9272019.71,8193628.65,9379964.42,6487245.39,1811702.6,5332172.31,2839931.98,2155853.57,1734246.95,2146994.46,3110063.03,3963283.82,1449587.06,1686864.33,715068.56,547836.22,1123626.63,731592.9,0,0,7505.14,0,0,945933.01,0,14746.84,249517.98
"WaxEster 26:0 +3O,MAG 23:0 +1O",833088.08,398186.89,150558.75,2203688.95,1563790.15,1567208.69,125740.63,0,194274.4,1324138.59,1250454.47,1277156.68,124245.38,49659.63,0,78644.68,418922.94,480022.65,1195941.09,828969.3,1161314.71,164175.08,153278.72,160068.63,24374.78,39239.06,114363.93,0,52351.48,60824.39
"WaxEster 26:1 +2O,MAG 23:1",7079011.65,5885020.72,5714307.96,30353986.95,25745959.47,29192819.65,14617630.81,1378887.82,11274815.71,6034897.96,5276922.04,4885057.02,5023584.5,5563899.88,4746172.46,8209924.08,7131406.08,8536901.57,6807899.61,8987399.41,7315190,0,0,0,0,0,0,3576667.4,4553078.42,4779097.41
"WaxEster 26:1 +4O,MAG 23:1 +2O",0,99442.02,228895.74,1048686.21,1509094.26,1547214.86,242740.04,186666.04,233760.8,774676.38,889796.33,818360.83,711068.73,636534.13,745769.56,787553.5,865782.67,898215.29,889654.67,682226.26,1114253.88,178327.88,270136.74,166683.54,75985.82,12639.3,104510.38,38225.53,21995.42,111509.69
WaxEster 26:5 +2O,3890964.24,5082543.04,5512351.76,14314857.08,13062724.11,19129058.43,4144362.13,6423958.5,3504166.18,18100020.37,18914625.8,11110599,6310163.58,9402249.91,4474815.63,5278773.29,4970521.53,6331649.55,51793306.21,176590149.8,50144739.13,10992064.79,10330050.41,9678184.12,17550008.69,15500683.28,8013287.74,1083717.61,1401272.2,2961954.15
"WaxEster 28:2 +4O,LDGTS_DGTA 18:0,MAG 25:2 +2O",814364.5,660760.07,603540.96,2078411.42,1477378.65,1370795.04,26572.47,21597.57,156610.45,842580.82,915659.27,0,48435.6,42980.47,34304.34,0,0,0,296091.81,357770.91,298055.98,27218.56,33146.25,18668.92,19071.97,17894.12,7006.4,530652.58,589848.32,548196.31
WaxEster 28:5 +1O,7484441.58,6749766.19,6271534.12,13917489.45,12773668,13862938.88,2180952.62,1825389.75,2064992.83,5461991.07,5675936.08,4487287.85,1995516.91,3246122.39,1892382.6,11089743.83,8985933.65,6190331.9,4894514.27,2652611.85,2917002.69,160102.76,410143.9,217907.27,38882.09,71606.68,386267.49,773492.04,736316.53,1136422.95
WaxEster 30:5 +2O,2327017.38,1197312.68,1321146.67,7824763.91,7851294.56,8976228.55,0,179083.27,228913.31,1380759.79,2417287.24,1587127.71,445078.73,1020877.31,571327.59,1682892.3,1272182.42,2092228.37,6783466.2,19231563.07,5793367.32,769234.15,637322.62,558105.59,1526457.09,979081.84,350082.36,496427.22,914187.18,1510471.96
WaxEster 30:6 +2O,21520989.88,20236026.93,20398086.44,47571337.22,41878305.26,41831679.45,8685161.87,6571940.03,9701441.71,41905138.88,44613854.06,35841551.57,11651410.86,27994643.66,5682509.49,20995733.35,26954654.42,19988208.37,39943492.54,39452310.9,42007733.52,1297730.53,3022117.98,3026945.18,0,0,1398018.54,0,1327944.98,3066039.91
WaxEster 32:2 +2O,626755.11,229307.64,490153.06,1871595.58,735086.38,607173.01,1565854.02,194305.64,68878.66,966460.64,645650.1,3650291.41,59266.26,493311.03,0,357101.14,647464.88,338209.88,1418649.79,2153333.71,1371555.74,238408.1,240949.08,229251.15,156080.31,103227.93,0,54244.66,0,122912.38
WaxEster 32:3 +1O,6143472.04,5541000,5630126.37,22669307.3,18619481.51,18437563.12,3949740.88,3216402.63,3376043.97,9288795.24,9144179.32,7973713.4,4122264.2,7854518.43,3790137.56,11378513.49,10693209.08,9355570.66,4247672.82,3991631.39,3999800.49,1179051.41,1392038.01,1343709.4,1168997.55,1358791.59,1538738.31,1709401.74,1997866.48,2112420.65
WaxEster 34:1 +1O,4173799.99,4183097.83,2912612.86,168080445.8,141815381.6,159938790,694278.11,819406.27,1046563.11,12998748.28,11228662.13,12483898.11,21857082.64,3418411.34,20227967.68,4794706.13,2643341.95,4180112.56,0,147532.55,129369.86,0,0,0,0,0,0,22116077.35,25795087.5,29056628.11
